Date,AAPL,ABBV,ABNB,ACN,ADBE,ADI,AMAT,AMD,AMGN,AMT,AMZN,ASML,AVGO,BA,BAC,BKNG,BLK,BP,BRK-B,BSX,BX,C,CAT,CB,CDNS,COP,COST,CRM,CVX,DE,EQIX,ETN,FIS,GE,GOOGL,GS,HCA,HD,HON,HSBC,IBM,INTU,ISRG,ITW,JNJ,JPM,KLAC,LIN,LLY,LMT,LOW,LRCX,MA,MCD,MDLZ,META,MRK,MS,MSFT,MU,NFLX,NKE,NOW,NVDA,ORCL,PANW,PDD,PFE,PG,PGR,PLTR,PM,QCOM,REGN,RTX,RY,SAP,SCHW,SHEL,SNY,SPGI,SYK,T,TJX,TM,TMO,TSLA,TSM,TTE,TXN,UBER,UNH,UNP,V,VRTX,VZ,WFC,WMT,XOM
2021-01-19,124.4364,92.6449,173.69,238.9471,456.5,147.1145,104.594,89.45,212.1046,187.2723,156.038,525.2662,41.3163,210.71,29.0419,2128.2166,650.7385,19.1842,234.55,36.27,54.1968,53.2748,177.3986,144.7688,137.62,38.421,335.3907,214.1579,76.4165,276.3573,650.5703,115.6488,114.608,55.689,88.5544,261.2497,159.0667,241.8636,175.9783,20.7478,100.2843,372.973,259.47,182.422,141.2261,121.5617,297.6034,241.7548,188.3533,297.6628,156.2951,54.9214,316.7663,186.5294,50.3852,259.2888,67.7282,63.9301,207.6828,83.4221,50.177,129.6924,103.884,12.9887,57.2354,60.675,168.79,28.7803,117.8898,85.9623,26.62,64.301,147.0485,530.9453,61.8425,70.6927,116.9362,55.4887,33.7312,41.4602,300.3928,229.8988,15.8051,62.3809,130.5227,500.761,281.5167,120.7377,33.8537,151.1195,56.3,324.6268,192.4862,194.4785,231.91,42.0049,29.081,44.6566,39.9174
2021-01-20,128.5249,93.0082,161.83,244.3921,469.73,146.4639,103.2725,88.75,215.5988,192.3669,163.169,525.1514,41.5511,211.45,28.6609,2125.2751,657.7368,19.3087,234.76,36.66,54.8784,52.9067,175.8263,145.1975,140.1,37.8864,341.8531,220.7578,77.12,281.9315,660.9421,116.0911,117.3197,55.4941,93.2986,257.9374,160.8383,242.8463,177.1018,20.5997,101.1082,377.3427,266.19,182.5823,140.8791,119.7388,288.3648,240.2242,190.9915,297.811,157.787,53.3098,325.4838,190.5796,50.3499,265.6245,67.1339,63.8022,215.2631,81.4707,58.634,132.9796,108.438,13.3283,57.4876,61.7583,170.96,28.6,116.4161,85.8461,26.34,64.1439,147.7937,539.2792,61.3789,71.3356,117.4423,54.9078,33.8225,40.9677,308.8345,232.8809,15.8106,63.4116,132.1528,509.1106,283.4833,120.1308,34.0645,150.3733,56.38,323.3824,195.0792,198.6735,236.7,42.1595,28.9295,45.3169,40.4814
2021-01-21,133.2364,91.8851,180.4,240.9084,472.02,145.969,103.3969,91.53,215.3168,191.8661,165.3495,545.5695,41.9955,207.41,28.1557,2075.9717,658.3223,18.6939,234.16,37.52,55.2738,51.7524,175.6892,146.4554,138.62,36.074,343.2724,219.503,74.3951,286.2034,653.8217,115.3078,119.566,53.935,93.501,256.9606,160.3116,247.0517,174.6761,21.0738,102.3285,369.8726,266.2233,181.5491,140.3151,118.7349,289.1893,236.3045,192.0259,296.0677,157.7412,53.4225,325.027,190.4904,49.4858,270.9771,66.0918,63.6829,215.8676,82.944,57.984,131.8715,108.866,13.8286,57.1607,60.9367,172.81,28.5844,116.3016,84.2375,25.98,63.8534,147.9285,532.5266,60.728,71.2438,117.6907,54.9921,32.9844,40.7461,304.7863,231.3518,15.7396,63.198,133.3511,505.676,281.6633,123.3676,33.2592,151.9089,55.79,327.2168,185.8876,197.8345,238.64,42.1669,28.5195,45.1113,39.3208
2021-01-22,135.378,91.5547,181.87,237.9477,472.44,142.5692,101.8264,92.79,216.5727,193.3512,164.6115,544.3362,41.8335,205.84,27.9607,2032.9752,651.9804,18.5772,232.92,37.03,54.7185,51.3007,175.4607,142.1317,137.42,35.6563,342.7993,223.0598,74.1687,285.8943,654.966,114.6628,115.5208,54.1299,93.9184,256.9784,159.8998,251.4341,172.1398,20.6071,92.1928,363.1872,248.0267,181.2196,141.8941,117.819,289.0092,234.6993,195.6225,296.2508,157.7961,53.3903,319.7303,190.3566,49.6004,272.5958,65.929,63.1969,216.808,80.2803,56.517,129.7669,108.218,13.674,56.367,60.77,171.89,28.6392,115.405,82.4948,32.58,63.3431,145.8363,534.8139,60.2554,70.3838,117.3043,54.7111,32.5944,40.7872,302.3113,227.8663,15.7942,62.1302,130.364,507.8868,282.2133,118.7515,33.4473,149.9222,54.31,320.3499,185.1991,194.8257,237.59,42.3141,28.4304,45.5722,38.765
2021-01-25,139.1258,91.2574,177.53,235.3979,473.44,140.8648,103.5406,94.13,219.6483,196.4511,164.7,542.5775,41.8129,203.36,27.6151,1985.9349,641.2743,17.9545,233.01,36.78,54.6764,50.6566,171.2556,142.2809,135.9,35.5645,342.4018,223.208,73.4976,279.3645,656.7825,112.2577,114.3842,53.5452,94.0037,251.3396,161.298,252.3902,171.8164,20.2219,92.1695,362.7803,250.67,180.2042,144.0024,116.3484,292.6951,236.2298,201.5156,299.4148,159.3522,53.7605,319.9248,190.3209,50.1471,276.0815,66.0674,61.705,220.2432,79.3046,55.678,128.0907,107.576,13.615,56.8712,60.13,180.43,29.2112,117.3935,82.5931,36.23,63.8613,147.6142,545.1764,59.0963,70.34,119.2826,53.4745,31.7148,40.7379,302.1098,227.5055,15.8924,60.9881,129.2803,512.0618,293.6,120.0204,32.6796,150.0177,54.29,320.5896,184.6001,193.8227,241.31,43.0136,28.7334,45.5317,38.3318
2021-01-26,139.3595,89.8535,192.74,236.2852,476.28,141.9828,101.0603,94.71,220.9298,200.5786,166.3065,524.7882,41.7301,202.06,27.4201,1951.2327,640.272,17.9234,231.57,36.64,54.6091,50.9494,171.1368,139.9606,133.83,34.8128,345.3351,223.5439,72.2524,277.3129,667.7537,111.2624,114.6975,55.0069,94.6821,250.2029,157.1801,250.1946,171.127,20.3701,95.2087,363.1387,256.55,177.8795,147.9065,115.8728,287.6258,238.7777,201.8668,288.2404,158.986,52.3307,318.4767,192.1407,50.782,280.0934,65.3346,60.7076,222.9299,77.5777,56.193,125.8092,106.492,13.3976,57.7117,59.0433,173.98,29.2347,118.1481,81.9676,35.37,64.3716,145.953,541.0989,59.9166,70.3906,124.1136,52.6594,31.8559,40.3439,306.0237,226.0334,16.2418,59.8645,128.6282,501.2051,294.3633,116.4618,32.785,148.7597,51.92,316.2574,178.8688,194.816,237.64,41.6515,27.9669,45.9397,37.49
2021-01-27,138.2886,84.89,201.25,229.8502,460.0,135.1467,94.4047,88.84,214.4882,197.7896,161.629,501.493,40.0056,194.03,26.4364,1855.7256,618.9311,17.6899,227.36,35.82,54.8279,49.6863,165.1217,135.2082,128.43,33.9525,337.2074,222.0816,71.3145,262.998,664.5386,105.844,109.6589,55.4454,90.265,242.717,150.3711,242.625,169.6971,20.2145,95.1931,351.8124,252.91,173.9872,145.6508,112.5969,269.5183,226.7012,196.9795,289.8268,153.5034,48.7685,306.6103,184.6649,49.7503,270.2522,62.7457,58.3291,223.4768,73.2651,52.328,122.0098,103.3,12.8815,58.4121,55.8617,166.3,28.3963,113.9669,77.7852,39.0,62.6522,137.9797,512.7164,58.4009,68.5941,121.6383,49.9239,31.5157,38.85,293.8311,219.1479,15.9088,59.3631,125.6852,476.1858,288.0533,111.9468,32.3334,141.3508,48.11,306.9294,173.7544,188.0267,225.25,40.5912,26.8885,44.7968,37.065
2021-01-28,133.4506,86.0627,187.37,232.8762,465.67,136.732,96.8658,87.52,211.6603,197.1419,161.881,523.0867,40.6389,197.23,26.8707,2001.3527,638.5514,17.7911,230.95,36.34,56.4182,50.4726,168.5132,137.0999,132.95,34.3367,337.8413,223.781,71.9775,274.4555,670.4692,109.0048,112.1558,54.0325,91.9651,244.2178,156.864,246.1663,172.642,20.0812,93.3354,358.4397,255.12,175.724,146.7614,114.5783,275.8289,232.8887,199.3994,285.8347,157.7412,48.0404,315.153,184.5044,50.3675,263.1617,63.4377,59.4002,229.2628,76.4849,53.86,125.4553,110.848,13.0144,57.1701,58.8533,169.36,28.4042,115.7246,79.081,35.66,63.8142,139.6678,503.4776,60.7815,69.2689,120.028,50.3454,31.7314,39.047,305.9854,218.4357,15.7232,60.8116,126.2668,490.0032,278.4767,115.7077,32.7398,146.8164,51.58,311.6855,179.9775,191.161,230.04,40.7679,27.4589,44.7687,37.6453
2021-01-29,128.4568,84.634,183.63,225.9462,458.77,135.0092,92.5851,85.64,206.2609,196.3216,160.31,510.6027,40.5273,194.19,26.2769,1913.0277,622.009,17.293,227.87,35.44,56.536,48.9204,167.142,135.7394,130.39,33.4346,333.4605,222.8523,68.8889,270.5583,672.0404,108.4611,110.4912,52.0349,90.6828,240.7989,155.5999,239.7653,166.2841,19.3701,92.5815,349.991,249.2133,172.9807,141.5298,113.3102,265.3776,229.025,197.3591,280.509,152.7163,45.8246,307.3878,185.4143,48.8862,256.538,62.7457,57.455,222.5748,76.3678,53.239,124.403,108.632,12.9533,56.4323,58.4583,165.71,28.4359,113.816,77.9193,35.18,62.5345,140.3232,501.061,59.4976,68.2062,116.1264,48.2844,30.6112,38.7515,304.0956,209.8977,15.6304,59.4652,123.8172,503.0508,264.51,111.7444,31.6711,144.6169,50.93,307.4732,176.5619,186.368,229.08,40.3114,26.6301,43.7535,36.6482
2021-02-01,130.5789,84.4854,180.44,231.2231,470.0,139.1787,96.9233,87.66,205.4066,203.4108,167.144,529.9406,41.9883,195.84,26.5516,1958.4153,632.573,17.2852,229.32,35.95,58.3366,49.2916,168.8605,137.9478,134.4,34.0026,331.6534,225.7175,69.8672,273.7529,687.262,111.9996,115.6551,52.3272,93.9437,243.9603,159.8615,239.1014,166.4458,19.4812,93.693,361.9566,248.7033,173.5775,141.1654,114.1468,277.2692,233.7193,192.7756,282.4354,149.5311,47.4817,312.5095,185.4946,48.7186,260.1925,62.9818,57.9863,229.9537,78.4753,53.904,126.3772,111.712,13.1999,57.4409,60.2267,173.96,28.3567,114.4906,77.0256,33.96,62.0712,145.0821,505.2776,59.7026,68.5435,119.2182,49.9988,30.3872,39.0716,308.7385,215.1496,15.6413,59.4931,123.7203,508.7455,279.9367,116.471,31.6861,150.5259,52.76,307.8603,177.5723,191.296,231.77,39.9654,26.7281,43.3735,36.7136
2021-02-02,131.4063,85.4516,179.17,232.3252,484.93,139.1695,99.2024,88.86,205.4579,203.9116,169.0,529.0898,42.9005,200.94,27.4999,2032.2766,647.0575,16.149,232.24,36.64,59.7334,50.2617,175.9726,140.3706,135.72,34.2197,336.441,231.3886,70.3928,283.4305,698.0243,110.986,118.4205,54.7633,95.2364,254.8294,158.8273,240.9517,170.3269,19.696,92.838,372.1591,252.6133,176.5702,139.8987,117.6605,283.106,235.4179,187.4802,289.9924,152.5424,48.866,324.959,187.1272,49.521,265.2273,63.3156,60.7969,229.8194,79.6364,54.816,129.9904,116.702,13.5187,58.244,64.56,182.0,27.7151,114.3308,77.526,31.02,62.2361,147.9554,497.2224,62.538,69.5556,119.2182,51.0949,30.0138,38.8007,316.6623,223.3077,15.5813,61.1274,126.1082,511.7655,290.93,118.1078,31.6335,152.5246,56.46,312.211,184.1262,195.3947,217.33,40.1274,27.4054,43.8407,37.2939
2021-02-03,130.3842,88.3256,185.72,231.9703,481.92,135.2383,95.64,87.89,202.5446,200.5959,165.6265,518.9667,41.8488,207.39,27.9873,1994.6621,642.25,16.5537,232.68,37.45,58.8583,51.544,175.0127,144.7315,134.82,36.0907,336.0909,232.0012,71.929,282.1188,685.6002,110.1566,117.7493,54.5684,102.172,256.2325,165.7894,242.7312,169.4928,19.6219,92.5892,368.3223,248.4667,175.822,139.248,119.0079,271.2807,233.4394,186.9109,289.7223,155.4896,47.7544,323.4526,186.1905,48.7451,264.8003,62.9492,60.497,233.1681,77.1874,53.945,129.0964,115.33,13.4926,58.0572,62.93,193.11,27.5963,114.4729,77.7137,31.76,62.9898,145.7286,488.4709,62.9303,69.5894,120.1844,50.0831,30.6112,38.4724,311.0505,222.187,15.5649,61.9631,130.4698,493.6944,284.8967,117.2434,31.9496,147.1393,57.12,311.4459,182.7224,194.1891,211.0,40.3409,28.2521,43.9746,38.7568
2021-02-04,133.7426,89.6305,195.8,236.3039,489.38,137.9325,98.8673,87.84,202.6642,200.5009,166.55,530.9443,42.3382,210.64,28.8027,2049.406,649.6741,16.3358,235.77,38.76,59.7334,52.6491,175.1956,151.6364,137.1,36.7589,337.3612,235.1232,71.9614,289.7353,678.3525,111.0781,118.8322,55.7864,101.9115,260.85,171.7077,246.8481,170.7269,19.9701,94.0661,380.5109,252.35,175.5192,140.5407,121.7466,278.7948,232.5528,191.3331,293.9409,158.3728,49.1937,331.2371,188.2601,49.3799,264.6414,61.899,61.9452,232.2182,79.2754,55.216,130.9589,117.796,13.6259,59.1592,63.7483,197.26,27.6359,114.5439,78.7682,32.05,65.6592,132.8617,496.0886,64.8027,69.893,121.7487,51.7132,30.3706,38.6776,315.0794,225.1597,15.7723,63.6809,130.4257,482.5812,283.33,117.8411,31.6861,150.1243,57.85,303.5466,182.8029,201.7982,213.71,40.5986,29.1998,44.3888,39.5006
2021-02-05,133.3282,89.7956,195.31,236.799,492.12,136.3196,96.4444,87.9,201.8953,201.1831,167.6075,528.4302,41.9226,207.93,28.6874,2062.6694,644.2458,16.1957,235.16,38.96,60.4243,52.7925,176.4296,151.4687,135.8,37.1013,336.7166,236.0223,72.1716,289.7072,685.0551,112.3682,118.3399,55.5428,103.6583,260.6281,169.304,246.8834,172.7101,19.8071,94.6646,377.2652,254.0833,180.0884,142.675,121.5088,272.92,240.1962,191.4755,293.7754,160.2033,48.2686,329.2156,189.6429,49.5651,266.2402,61.7117,62.7421,232.4005,79.129,55.079,135.1308,117.946,13.5529,59.3926,63.3083,196.16,27.6597,115.0233,78.1695,34.05,66.1695,130.9492,496.2278,64.4906,70.4412,119.8899,52.2191,31.1008,39.5723,310.8298,226.7742,15.7942,63.4488,132.9282,486.1343,284.0767,117.5009,31.8517,148.3176,58.58,299.1131,182.5793,201.3353,215.26,40.7311,29.1104,44.9587,40.8246
2021-02-08,133.4745,88.2348,200.43,240.32,493.76,140.3883,101.6924,91.47,202.9632,201.0103,166.147,539.1266,42.5244,211.95,29.3255,2065.7588,644.3523,17.1452,237.42,39.57,60.177,53.6952,180.4976,154.8512,137.58,39.0725,341.1345,236.0618,73.9666,297.0145,678.8065,110.7832,119.4139,56.566,103.4444,266.5333,171.363,247.9192,173.5101,19.8738,96.0792,377.6139,256.6633,181.9143,143.0827,123.411,286.4034,240.1683,195.2713,294.4726,163.9926,50.4483,327.544,188.7508,49.3976,264.7308,61.093,63.6076,232.6596,81.9683,54.792,133.5477,117.582,14.3983,58.935,64.2333,188.26,27.5805,114.6682,77.0077,36.05,67.5121,132.332,492.1704,64.6333,70.9219,121.0033,52.3222,31.9721,39.9171,312.192,230.2597,15.7068,64.9716,134.7521,489.2926,287.8067,121.8872,32.7474,152.8475,59.29,298.9564,182.5078,199.5222,214.37,40.5323,29.8614,45.1674,42.5819
2021-02-09,132.5971,87.0455,199.88,240.6656,496.05,140.0676,100.9166,90.91,202.1772,200.0346,165.25,540.5604,42.6981,215.12,29.2015,2051.709,646.4368,16.9117,239.91,39.25,60.467,53.248,180.3422,153.3137,139.49,39.156,340.8785,233.8586,73.5461,295.4125,681.5857,110.4239,118.9127,56.2249,102.9913,266.8086,167.992,245.0331,171.944,20.2219,96.1737,379.3676,259.7833,181.0771,144.254,122.9179,282.6607,238.563,191.4185,298.395,162.7204,50.0033,324.0552,192.676,48.9391,267.5808,61.093,63.6161,233.907,81.2951,55.907,132.0391,116.356,14.2233,59.458,65.1617,189.76,27.6993,114.2243,77.0971,38.17,67.2294,131.1917,487.9737,65.1237,71.0653,121.0402,52.7156,31.7231,40.1059,318.8592,229.9747,15.6249,64.0709,135.6949,482.9168,283.1533,122.0067,31.7539,151.5994,59.61,303.8324,182.9817,199.1654,213.82,40.4955,29.7362,45.4165,42.0832
2021-02-10,131.9926,85.9306,211.66,239.9744,492.67,140.4158,101.3955,92.35,203.7236,200.0346,164.329,541.8892,42.286,211.92,29.228,2107.2795,641.4429,16.7949,239.92,38.85,60.4414,53.6699,180.7444,153.0807,137.86,39.465,337.6172,233.8783,74.8075,293.8293,682.0671,112.2024,119.3512,55.5428,103.5417,270.2007,167.3887,246.7329,172.0632,20.3997,96.284,384.929,262.6967,182.5021,144.7225,122.9883,281.9974,235.8566,193.9617,298.2643,162.2262,50.4218,324.8034,191.2665,48.7186,269.9841,60.9709,63.6933,232.9954,80.3486,56.359,132.663,117.872,14.7228,59.0845,65.3683,199.61,27.5171,113.8249,76.4358,35.7,67.4728,130.6439,488.5106,64.6154,70.3316,119.3194,52.1816,31.8144,39.4574,319.4443,230.8105,15.5867,63.9404,142.3563,478.5545,268.2733,122.9355,31.8668,152.1842,63.18,307.3073,181.9535,199.0883,212.53,40.466,29.6826,44.8871,42.4904
2021-02-11,131.7392,85.6829,216.84,241.8704,496.62,145.52,108.2139,92.66,202.2949,196.7188,163.1065,565.4236,43.0363,210.66,29.1394,2124.4976,639.8995,16.6315,239.76,38.87,60.2708,53.3156,181.3203,154.5437,143.97,39.1447,333.9009,238.3441,74.4032,294.5974,651.8237,113.8334,120.9532,55.8352,103.6543,268.4601,168.1165,245.2898,172.0802,20.2441,95.2364,396.1002,266.2767,178.975,144.0718,122.6449,307.4578,236.2205,193.047,295.6058,160.8441,54.1819,333.2197,191.1505,49.0978,268.5143,60.8487,63.1705,234.5979,84.3783,55.759,133.6687,118.894,15.208,58.5522,65.185,199.8,27.2716,113.9225,77.1864,33.11,67.0175,130.6978,487.8344,64.4906,70.2472,121.942,52.567,30.968,39.1537,325.5742,233.0043,15.6631,64.3319,140.0477,487.6049,270.5533,127.9654,31.7162,156.4261,60.71,307.0032,185.2885,203.4734,210.5,40.201,29.2535,44.8528,41.4265
2021-02-12,131.9731,86.2527,212.68,240.4694,498.84,147.3344,111.7572,93.77,204.1625,196.1748,163.8855,571.6177,43.7497,210.98,29.5737,2115.9573,641.2743,17.0518,242.46,38.39,59.887,53.6783,180.9912,152.9689,145.68,39.7516,334.4223,237.4845,74.8318,293.2298,644.6578,114.2481,121.3559,57.1506,103.966,272.0122,166.1629,245.6882,173.2633,20.5923,95.1498,401.1094,269.27,179.0106,144.5229,124.3885,314.4033,235.8192,197.5354,294.3767,162.1529,55.5028,331.4023,190.8204,48.6657,268.6236,61.0604,63.9332,235.0776,85.8711,55.652,132.3464,118.258,14.9193,58.907,65.8533,196.59,27.5013,113.2922,77.0971,31.91,67.6142,132.8707,482.9415,64.7403,70.5171,121.399,54.6911,31.9555,39.047,325.6317,235.6731,15.7232,63.3812,141.4135,501.2051,272.04,126.9539,32.1904,156.7926,60.63,302.5511,190.5907,202.7972,213.98,39.9065,29.9776,44.993,41.9917
2021-02-16,129.8478,86.0545,209.86,240.0771,501.64,147.0686,113.3373,91.46,200.4013,194.2665,163.4475,576.5408,44.0025,217.18,30.3713,2148.9966,647.7759,18.0402,245.28,37.93,59.9979,54.0917,185.0043,153.3417,145.99,41.1761,335.6073,245.6058,76.3651,297.0614,624.9316,115.188,119.1275,58.32,104.7436,277.0205,166.6322,243.8113,173.1526,22.0515,94.5748,409.1222,263.9833,177.2738,143.2129,127.3826,319.4916,233.4487,196.0773,292.0234,159.3155,56.0359,331.6064,191.8286,48.3923,272.0695,60.4498,65.1671,233.8398,85.6076,55.728,131.9646,117.148,15.2873,58.0292,65.54,202.81,27.4775,113.5585,76.0783,27.84,67.5199,132.1344,478.0586,64.7403,70.7195,120.3224,57.2851,33.3163,38.9485,324.5573,235.3977,15.816,62.9151,137.8801,493.5562,265.4067,128.7838,33.2291,157.7702,60.52,299.2145,191.3328,200.8075,210.27,39.8697,31.1042,45.3636,43.2551
2021-02-17,127.5568,87.7805,201.96,241.6929,491.23,146.3905,110.8091,89.94,202.7854,195.4149,165.432,561.6668,43.4043,215.52,30.4954,2197.8081,639.8642,18.3515,245.25,37.5,59.6055,54.6316,184.9312,155.0376,141.78,41.606,339.4375,244.687,78.6529,292.3678,630.6895,115.2157,119.0201,57.784,105.1366,277.7131,168.9688,248.7072,171.8419,22.1552,94.496,402.8728,260.02,176.5702,143.7248,127.7789,312.9724,232.6461,196.7444,293.7404,162.1255,55.4791,327.8356,190.419,48.4276,271.6723,61.5,64.653,234.8593,83.9587,55.134,134.0878,116.188,14.8642,57.9825,65.9033,202.82,27.6359,114.0379,77.0792,27.08,67.9988,129.9705,479.0233,65.1415,71.3436,116.2276,57.6141,33.6566,39.0798,325.1329,234.1725,16.1436,62.2906,137.9242,491.9573,266.05,125.3079,33.9064,155.8238,60.81,301.2792,188.8651,200.4308,214.85,41.9607,32.7135,45.8432,43.9284
2021-02-18,126.4552,87.5906,198.04,240.6189,488.37,144.8693,108.6257,88.64,200.1346,197.0988,166.4115,556.7917,43.4744,208.48,30.3004,2223.4094,624.0225,17.7165,243.5,37.52,59.4349,53.5518,182.7555,153.5466,139.53,40.1984,338.3757,244.0448,77.8985,281.2851,622.6338,115.3631,120.1567,56.6634,104.5009,275.1913,167.2163,250.593,173.2207,21.7774,95.0946,402.4659,255.8433,177.4609,143.7942,128.2104,308.9439,233.2527,191.6556,294.5424,162.1529,54.7083,328.9338,192.1854,49.4946,267.5213,61.3942,64.1217,234.465,86.3882,54.822,135.1121,115.16,14.7874,57.9638,65.0883,195.78,27.3745,114.9878,78.7325,25.17,67.779,129.2163,474.3989,64.981,72.5919,118.4085,58.2062,32.6969,38.8336,324.682,232.8334,15.958,63.6608,135.2103,482.4234,262.46,123.7998,33.1538,154.0608,59.0,302.7079,185.1366,202.208,209.83,41.9533,33.0443,42.8721,43.2385
2021-02-19,126.6112,86.7234,201.07,237.4994,479.12,150.1018,114.4003,89.58,199.4116,195.4667,162.495,568.186,44.0772,217.47,30.6106,2256.1338,629.8588,18.0399,241.85,38.03,59.6823,55.492,191.8878,153.4721,139.66,40.8137,336.3374,243.6002,78.5545,309.1559,617.7839,117.7683,117.2302,58.5636,103.6573,280.2706,169.8594,247.574,173.2548,21.896,93.7241,398.5515,250.05,179.3848,141.3996,130.3504,314.1792,234.1393,191.4651,292.3633,162.5007,56.6627,323.7928,189.3396,47.8897,259.7455,60.4987,65.1243,231.7529,88.7494,54.022,132.2533,114.146,14.8846,57.086,66.15,195.98,27.2795,112.8483,77.8031,29.0,67.0881,130.1411,467.7757,66.2115,73.3509,116.6969,58.1874,33.0901,38.2836,325.4302,229.9178,15.8324,63.0922,135.2984,472.613,260.4333,125.6666,33.8462,155.6668,58.39,299.1775,186.9248,197.7456,207.02,41.5631,33.8221,43.0839,43.5294
2021-02-22,122.8383,88.4165,195.34,235.949,467.33,145.9232,110.3495,85.37,199.2222,194.3442,159.037,552.9872,42.8537,212.88,31.1512,2312.1865,623.6766,18.6394,244.97,39.2,59.2984,55.2727,199.3381,157.0689,133.16,42.8872,332.0143,238.0575,80.6782,316.1916,606.0861,120.5789,121.2933,60.9022,101.9427,281.3806,167.4174,244.2186,173.3058,22.2071,95.197,389.0564,247.1333,179.0463,141.3123,131.5744,300.3928,234.3166,191.2364,296.7651,157.8053,53.7643,331.0719,189.179,47.8985,258.5241,61.0034,66.3239,225.5399,84.1831,53.378,127.2712,110.052,14.3155,60.1864,64.0583,188.24,27.1369,112.369,78.4554,28.0,67.9125,125.2206,458.0396,65.088,74.1437,115.6939,59.1649,33.818,38.0538,319.7225,230.9244,16.0071,64.8259,134.3204,457.2363,238.1667,122.8251,34.2827,151.0757,55.31,301.9981,184.9309,201.2132,214.96,41.5631,33.3125,42.8814,45.1336
2021-02-23,122.7018,87.764,187.59,239.274,467.8,144.512,111.2209,84.74,200.0743,192.7036,159.725,550.6643,42.4525,212.12,31.4791,2321.3865,623.6943,19.1127,245.53,38.75,59.1108,56.3019,201.2761,157.246,132.6,43.9156,324.373,232.8113,81.695,316.0979,600.9324,120.5881,122.3583,61.3407,102.2336,283.4585,167.6568,236.5959,174.5145,22.1108,95.0789,386.6731,248.2367,179.5005,140.0639,132.6312,302.8821,241.3815,192.9516,301.7856,154.3089,53.2767,340.5573,188.5188,48.3218,264.0157,60.6859,66.4096,224.3474,86.0857,54.615,126.7683,110.35,14.1023,60.2331,62.9767,187.91,26.8597,113.2034,80.207,26.75,67.8654,123.1196,465.4486,65.9707,74.9703,114.8934,58.9017,34.3619,38.0948,312.665,234.163,15.9307,65.4597,134.5759,452.8245,232.9467,118.7147,35.4794,150.8662,56.0,303.7218,185.0471,204.8739,216.44,41.9902,33.2052,42.19,45.757
2021-02-24,122.2046,89.7626,200.2,242.1505,476.62,148.2324,117.8316,86.94,197.9484,194.0939,157.9765,568.7692,43.2603,229.34,32.2412,2404.1614,631.6239,19.9567,248.45,39.53,59.5884,57.871,203.3695,159.0258,139.42,46.0819,322.9984,237.5833,84.7126,323.8268,582.8541,122.2652,124.7925,63.923,103.4092,293.6084,168.0016,230.1595,179.6126,22.4885,97.0481,400.3246,252.9033,181.2106,141.9409,134.9648,312.0508,237.6204,194.8957,302.0471,148.5609,56.5198,356.9816,190.2584,47.9074,262.4765,60.7103,68.449,225.5784,90.2715,55.341,126.3213,110.366,14.4583,60.4198,61.6017,179.32,26.7329,113.3277,78.4108,26.39,68.7447,126.6932,456.0706,69.2519,75.3582,116.4577,60.5653,35.4579,38.259,319.0206,236.3094,16.0399,65.1148,134.3292,450.7027,247.34,121.6572,35.8708,156.5745,53.91,306.2104,188.7935,211.9442,217.04,42.0564,34.2333,41.4862,47.1285
2021-02-25,117.954,88.6394,182.06,237.0231,459.16,141.4314,109.3116,82.42,195.8225,194.0679,152.858,535.0833,41.1265,216.45,31.8424,2236.603,616.2703,20.1854,243.69,39.67,58.3516,56.8671,202.7753,153.6957,138.02,44.6995,316.5517,228.306,83.9254,326.0471,582.2794,119.943,124.2287,62.169,100.0416,291.0509,167.6185,225.9807,175.0732,22.3552,96.4652,375.9086,247.2633,180.5337,142.0893,133.1331,289.5898,230.5182,194.2286,297.8284,145.0919,51.8563,344.5905,188.1888,47.6516,252.9233,60.7511,67.2065,220.2311,85.9784,54.67,126.2189,105.758,13.2702,60.9802,60.0067,171.06,26.7884,112.369,77.8478,23.96,67.9282,121.6919,450.6904,65.7756,73.8148,113.8168,59.3059,35.3324,37.5941,317.8283,233.4222,15.6304,63.0829,131.5183,445.5804,227.4067,115.8641,35.9837,148.8413,51.45,303.1318,187.4371,206.4579,212.98,41.5999,33.5807,41.0938,46.3471
2021-02-26,118.2172,88.978,206.35,234.3332,459.67,143.4009,113.3989,84.51,193.5847,186.6247,154.6465,542.0804,42.2699,212.01,30.7612,2291.0227,616.013,19.2546,240.51,38.78,59.0511,55.5764,197.3453,151.4966,141.09,43.8397,313.8024,213.901,81.9984,327.0682,591.3734,119.9706,123.5038,61.0971,100.3374,283.6982,164.7456,228.7164,172.9873,22.0071,93.6768,378.0015,245.6,180.0795,138.3354,129.6018,295.7086,227.9704,195.2483,290.0641,146.2177,53.7065,343.8907,185.0292,46.8757,255.8329,59.1228,65.8698,223.4914,89.3055,53.885,125.7663,106.692,13.676,60.2424,59.7183,171.16,26.527,109.6614,76.8111,23.9,65.9654,122.2845,448.0849,64.5824,71.7653,113.5039,58.0088,34.3284,37.668,316.684,230.4876,15.2264,61.5077,130.3464,444.2084,225.1667,115.8089,34.9225,150.36,51.75,306.2197,185.0029,205.1443,212.55,40.7164,32.338,40.4616,45.1918
